1451,1022
1462,0
1470,1022
1481,0
1489,1023
1501,0
1510,1022
1521,0
1529,1022
1541,0
1549,1022
1560,0
1568,1021
1581,1021
1592,0
1600,1022
1611,0
1619,1022
1631,0
1640,1022
1651,0
1659,1022
1671,0
1679,1021
1690,0
1698,1022
1711,0
1719,1022
1730,1022
1741,0
1750,1022
1761,0
1769,1023
1781,0
1789,1022
1801,0
1809,1022
1820,0
1828,1020
1841,0
1849,1022
1860,0
1868,1022
1880,1022
1891,0
1899,1022
1911,0
1920,1022
1931,0
1939,1020
1950,0
1958,1022
1970,0
1979,1022
1990,0
1998,1022
2010,0
2018,1022
2029,1022
2041,0
2050,1022
2061,0
2069,1020
2080,0
2088,1022
2100,0
2109,1022
2120,0
2128,1023
2140,0
2148,1022
2159,0
2167,1022
2180,1022
2191,0
2199,1020
2210,0
2219,1022
2230,0
2239,1022
2250,0
2258,1022
2270,0
2278,1022
2289,0
2297,1022
2310,0
2318,1022
2329,1022
2340,0
2349,1020
2360,0
2368,1022
2380,0
2388,1022
2400,0
2408,1022
2419,0
2427,1022
2440,0
2448,1022
2459,0
2467,1020
2479,1022
2490,0
2498,1022
2510,0
2519,1023
2530,0
2538,1022
2549,0
2557,1022
2569,0
2578,1021
2589,0
2597,1022
2609,0
2617,1022
2628,1022
2640,0
2649,1023
2660,0
2668,1022
2679,0
2688,1022
2699,0
2708,1022
2719,0
2727,1022
2739,0
2747,1022
2758,0
2766,1022
2779,1022
2790,0
2798,1022
2809,0
2818,1021
2829,0
2838,1022
2849,0
2857,1022
2869,0
2877,1022
2888,0
2896,1022
2909,0
2917,1021
2928,1022
2939,0
2948,1022
2959,0
2967,1020
2979,0
2988,1022
2999,0
3007,1022
3018,0
3026,1022
3039,0
3047,1023
3058,0
3066,1022
3078,1020
3089,0
3097,1022
3109,0
3118,1022
3129,0
3137,1022
3148,0
3156,1023
3168,0
3177,1022
3188,0
3196,1022
3208,0
3216,1022
3227,1022
3239,0
3248,1023
3259,0
3267,1022
3278,0
3287,1022
3298,0
3307,1022
3318,0
3326,1022
3338,0
3346,1022
3357,0
3365,1022
3378,1023
3389,0
3397,1022
3408,0
3417,1023
3428,0
3437,1023
3448,0
3457,1022
3468,0
3476,1022
3487,0
3495,1022
3508,0
3516,1020
3527,1023
3538,0
3547,1022
3558,0
3566,1022
3578,0
3587,1023
3598,0
3606,1022
3617,0
3625,1022
3638,0
3646,1022
3657,0
3665,1022
3677,1022
3688,0
3696,1022
3708,0
3717,1022
3728,0
3736,1022
3747,0
3756,1022
3767,0
3776,1021
3787,0
3795,1022
3807,0
3815,1022
3826,1022
3838,0
3847,1023
3858,0
3866,1023
3877,0
3886,1022
3897,0
3906,1022
3917,0
3926,1022
3937,0
3945,1022
3956,0
3964,1022
3977,1020
3988,0
3996,1022
4007,0
4016,1023
4027,0
4036,1022
4047,0
4056,1022
4067,0
4075,1022
4086,0
4094,1022
4107,0
4115,1022
4126,1022
4137,0
4146,1022
4157,0
4165,1022
4177,0
4186,1023
4197,0
4205,1022
4216,0
4225,1022
4237,0
4245,1022
4256,0
4264,1022
4276,1022
4287,0
4295,1022
4307,0
4316,1022
4327,0
4335,1022
4346,0
4355,1022
4366,0
4375,1022
4386,0
4395,1020
4406,0
4414,1022
4425,1022
4438,0
4446,1022
4457,0
4465,1022
4476,0
4485,1022
4496,0
4505,1022
4516,0
4525,1022
4536,0
4544,1022
4555,0
4563,1021
4576,1023
4587,0
4595,1022
4606,0
4615,1022
4626,0
